BALACHKY PACKAGED BINARY TRACE MANIFEST
Paths are relative to the Balachky onedir root.
Binary count: 269
Version source: PE FileVersion; when absent, owning-package METADATA or companion-runtime PE provenance.
Hash command: Get-FileHash -Algorithm SHA256 -LiteralPath <file>

BINARY TRACE BEGIN
file	version	upstream	license	sha256
_internal/av/container/core.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	58ef0edc74492a5f09f260be6ec7ee66cadde23af3cf6be0b701b0872b5ece48
_internal/av/container/input.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	0f5991c5eb8ceab34af40bf7bbb5484df273d376dd8eb3193170ff22d219c0cf
_internal/av/container/output.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	edf874bcf25fec6fd067ce1112f4a4ffcd646bb87883b260630d7da4bc63867c
_internal/av/container/pyio.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	8cb4509842a70b629d07ae9b274ffe5bc56614c7fec6340a16eebb246f0ce6fe
_internal/av/container/streams.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	dad9610ea4aede197ddf775f357c1e4d7d8bb251da0ad543e587b059d3efbbfc
_internal/av/device.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	793b510243dcb141f226dfaf239f4103124ffd3ffae4255f1d8671697d6fe506
_internal/av/dictionary.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	24d416e227eeecda22b97026664e32ce6c4a67b1e9489473973d2b478653b6c8
_internal/av/error.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	cc111a72cdd960a6c4a7125293ec806abe3b7208c7d632800f3ed89e9c2df985
_internal/av/filter/context.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	a3e00a79b1d98fea54a51ef412802290858573deabe42dda6fbccaa55ffa7fe2
_internal/av/filter/filter.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	e17ee6d12ee4b0255462e847b5c6445b35a72460b23f2e12b150046327ce4ef0
_internal/av/filter/graph.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	312d78ed475f20fbc9c69d56b6dadfe1f6f364e2f08c9d1cea08b664af01ad67
_internal/av/filter/link.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	9ab5145f3729f70c1913b68cd22795bc9b57af007d01b60632f0eec66a6c1012
